Sample	BAM
BA2463_0794b661-8b9b-4312-a4a4-760d7d94a3ea.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2463_0794b661-8b9b-4312-a4a4-760d7d94a3ea.rna_seq.genomic.gdc_realn.bam']
BA2464_219a30ad-6695-49b7-a9c4-4c855238368a.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2464_219a30ad-6695-49b7-a9c4-4c855238368a.rna_seq.genomic.gdc_realn.bam']
BA2469_fd208c0f-099e-4f79-813a-e0be18aec569.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2469_fd208c0f-099e-4f79-813a-e0be18aec569.rna_seq.genomic.gdc_realn.bam']
BA2470_22d51231-9969-4cec-8ff4-3e1ab2653c3b.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2470_22d51231-9969-4cec-8ff4-3e1ab2653c3b.rna_seq.genomic.gdc_realn.bam']
BA2472_a563af1f-afd0-497d-8257-f8df9000ddf8.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2472_a563af1f-afd0-497d-8257-f8df9000ddf8.rna_seq.genomic.gdc_realn.bam']
BA2473_ae70d7ef-6cc5-44ea-9848-a788314bed3b.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2473_ae70d7ef-6cc5-44ea-9848-a788314bed3b.rna_seq.genomic.gdc_realn.bam']
BA2474_f8f50436-9dc0-4500-9fa6-b63df281b67d.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2474_f8f50436-9dc0-4500-9fa6-b63df281b67d.rna_seq.genomic.gdc_realn.bam']
BA2477_eeffa80a-307b-49bd-939a-b529ed4d7d0a.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2477_eeffa80a-307b-49bd-939a-b529ed4d7d0a.rna_seq.genomic.gdc_realn.bam']
BA2479_ae659a95-ae88-4619-903f-18226317567b.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2479_ae659a95-ae88-4619-903f-18226317567b.rna_seq.genomic.gdc_realn.bam']
BA2480_7860922f-7a0f-4057-9e11-7dd957ab0f97.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2480_7860922f-7a0f-4057-9e11-7dd957ab0f97.rna_seq.genomic.gdc_realn.bam']
BA2481_a9862ba1-3df8-4000-bf05-6d9fc9cf06af.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2481_a9862ba1-3df8-4000-bf05-6d9fc9cf06af.rna_seq.genomic.gdc_realn.bam']
BA2482_e6f191e0-a57a-4b6c-9fab-4f3f8f61ff25.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2482_e6f191e0-a57a-4b6c-9fab-4f3f8f61ff25.rna_seq.genomic.gdc_realn.bam']
BA2483_dabff979-14e9-4060-97a5-c3c9acefaa24.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2483_dabff979-14e9-4060-97a5-c3c9acefaa24.rna_seq.genomic.gdc_realn.bam']
BA2485_54adedb4-d868-4597-9cab-a7f62f220af7.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2485_54adedb4-d868-4597-9cab-a7f62f220af7.rna_seq.genomic.gdc_realn.bam']
BA2488_f6a98c88-8777-4f88-89ca-9ee3823600ce.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2488_f6a98c88-8777-4f88-89ca-9ee3823600ce.rna_seq.genomic.gdc_realn.bam']
BA2489_e0dac668-54c9-4210-b4c3-4867efbb41f3.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2489_e0dac668-54c9-4210-b4c3-4867efbb41f3.rna_seq.genomic.gdc_realn.bam']
BA2492_7253723c-f7eb-4b16-8cd7-8f28d18250fe.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2492_7253723c-f7eb-4b16-8cd7-8f28d18250fe.rna_seq.genomic.gdc_realn.bam']
BA2494_ebb37bba-5e14-4e2e-95af-006b8399ad97.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2494_ebb37bba-5e14-4e2e-95af-006b8399ad97.rna_seq.genomic.gdc_realn.bam']
BA2496_a532baa8-d487-4da4-b718-474c6fbba5e2.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2496_a532baa8-d487-4da4-b718-474c6fbba5e2.rna_seq.genomic.gdc_realn.bam']
BA2497_48aaab27-3d59-4987-b93f-2fb5c7964a8e.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2497_48aaab27-3d59-4987-b93f-2fb5c7964a8e.rna_seq.genomic.gdc_realn.bam']
BA2499_26084329-9c75-4c1b-a30b-20a84e3b3366.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2499_26084329-9c75-4c1b-a30b-20a84e3b3366.rna_seq.genomic.gdc_realn.bam']
BA2500_2c43bc77-9da3-4a56-814b-baeb7359e5dd.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2500_2c43bc77-9da3-4a56-814b-baeb7359e5dd.rna_seq.genomic.gdc_realn.bam']
BA2501_c12af67c-ace0-4877-825b-6f6dcb05e6b6.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2501_c12af67c-ace0-4877-825b-6f6dcb05e6b6.rna_seq.genomic.gdc_realn.bam']
BA2502_ae7766b1-06b6-453c-bdb9-741ede719abc.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2502_ae7766b1-06b6-453c-bdb9-741ede719abc.rna_seq.genomic.gdc_realn.bam']
BA2505_62feb2fa-cfa2-4745-bc70-9efdebe01c65.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2505_62feb2fa-cfa2-4745-bc70-9efdebe01c65.rna_seq.genomic.gdc_realn.bam']
BA2506_d07f3f81-7b73-4452-9983-8c6f74b83bdc.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2506_d07f3f81-7b73-4452-9983-8c6f74b83bdc.rna_seq.genomic.gdc_realn.bam']
BA2507_0058e64d-639e-43d2-a334-69af4e29d926.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2507_0058e64d-639e-43d2-a334-69af4e29d926.rna_seq.genomic.gdc_realn.bam']
BA2510_588e4550-6f21-4d53-b8b0-88e685ae4f16.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2510_588e4550-6f21-4d53-b8b0-88e685ae4f16.rna_seq.genomic.gdc_realn.bam']
BA2511_c9886744-b81e-4efc-b90e-64e26df054fc.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2511_c9886744-b81e-4efc-b90e-64e26df054fc.rna_seq.genomic.gdc_realn.bam']
BA2512_fa08b7da-52ed-478e-9ce3-dbf0ae77365b.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2512_fa08b7da-52ed-478e-9ce3-dbf0ae77365b.rna_seq.genomic.gdc_realn.bam']
BA2514_4a238c43-d99e-4d2a-af14-cee14b6fd80b.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2514_4a238c43-d99e-4d2a-af14-cee14b6fd80b.rna_seq.genomic.gdc_realn.bam']
BA2515_16c6f8b0-c008-4ed3-b6b3-42e065e68906.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2515_16c6f8b0-c008-4ed3-b6b3-42e065e68906.rna_seq.genomic.gdc_realn.bam']
BA2520_d5ca9405-462b-4aa9-9243-130bc95e61b4.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2520_d5ca9405-462b-4aa9-9243-130bc95e61b4.rna_seq.genomic.gdc_realn.bam']
BA2521_c343a279-46c2-4aa2-8b0e-cbba39347104.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2521_c343a279-46c2-4aa2-8b0e-cbba39347104.rna_seq.genomic.gdc_realn.bam']
BA2523_ffa988d3-d7af-4ccb-9b6f-ce79ec0f29af.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2523_ffa988d3-d7af-4ccb-9b6f-ce79ec0f29af.rna_seq.genomic.gdc_realn.bam']
BA2524_341683a8-b7b8-4a64-a81f-30df91c5d696.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2524_341683a8-b7b8-4a64-a81f-30df91c5d696.rna_seq.genomic.gdc_realn.bam']
BA2525_d08fb49d-f850-4c6b-8b80-41c72bb727fe.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2525_d08fb49d-f850-4c6b-8b80-41c72bb727fe.rna_seq.genomic.gdc_realn.bam']
BA2526_d599c40e-90fe-4efc-a1f9-d4c131065eb9.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2526_d599c40e-90fe-4efc-a1f9-d4c131065eb9.rna_seq.genomic.gdc_realn.bam']
BA2528_fce0a126-c7c0-4f0c-b2d8-c27e82556be8.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2528_fce0a126-c7c0-4f0c-b2d8-c27e82556be8.rna_seq.genomic.gdc_realn.bam']
BA2532_ac74be1a-fd89-42cd-8700-fbf985e4cb99.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2532_ac74be1a-fd89-42cd-8700-fbf985e4cb99.rna_seq.genomic.gdc_realn.bam']
BA2534_d9e349ed-f01f-4a65-9b70-06f0cf74d533.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2534_d9e349ed-f01f-4a65-9b70-06f0cf74d533.rna_seq.genomic.gdc_realn.bam']
BA2538_f9207ee6-97fb-4a64-a1ac-8d8268d79dd9.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2538_f9207ee6-97fb-4a64-a1ac-8d8268d79dd9.rna_seq.genomic.gdc_realn.bam']
BA2539_cfb29b04-c794-4e9c-bba0-c1a0a32eb37a.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2539_cfb29b04-c794-4e9c-bba0-c1a0a32eb37a.rna_seq.genomic.gdc_realn.bam']
BA2540_14a0331b-e818-4312-84b7-944f2def644e.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2540_14a0331b-e818-4312-84b7-944f2def644e.rna_seq.genomic.gdc_realn.bam']
BA2541_a1b2f22b-e505-4edd-b7bf-0374a408110c.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2541_a1b2f22b-e505-4edd-b7bf-0374a408110c.rna_seq.genomic.gdc_realn.bam']
BA2545_71751d88-70bf-4ec0-bf7e-e1f69be8ff0b.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2545_71751d88-70bf-4ec0-bf7e-e1f69be8ff0b.rna_seq.genomic.gdc_realn.bam']
BA2546_302f3368-5baf-4434-9ee1-ea0530a2a29c.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2546_302f3368-5baf-4434-9ee1-ea0530a2a29c.rna_seq.genomic.gdc_realn.bam']
BA2552_d814ac40-d249-4c04-a61a-0acaf763f1bf.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2552_d814ac40-d249-4c04-a61a-0acaf763f1bf.rna_seq.genomic.gdc_realn.bam']
BA2559_9913de42-23dd-44d0-9ed5-02ed81efbca0.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2559_9913de42-23dd-44d0-9ed5-02ed81efbca0.rna_seq.genomic.gdc_realn.bam']
BA2561_8499eb4f-957a-48ad-82e3-13e079315f48.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2561_8499eb4f-957a-48ad-82e3-13e079315f48.rna_seq.genomic.gdc_realn.bam']
BA2563_946a3480-6f1a-4333-abf8-9fda970de0a8.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2563_946a3480-6f1a-4333-abf8-9fda970de0a8.rna_seq.genomic.gdc_realn.bam']
BA2564_98af369b-6af5-45d4-a9ee-e83bcb061d18.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2564_98af369b-6af5-45d4-a9ee-e83bcb061d18.rna_seq.genomic.gdc_realn.bam']
BA2567_696e1726-cfa8-4500-95fe-14d384476381.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2567_696e1726-cfa8-4500-95fe-14d384476381.rna_seq.genomic.gdc_realn.bam']
BA2570_21c47ea4-4aa6-4818-9ddd-328833700d48.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2570_21c47ea4-4aa6-4818-9ddd-328833700d48.rna_seq.genomic.gdc_realn.bam']
BA2575_1427366b-2f63-44cf-b12e-d382dada1a2d.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2575_1427366b-2f63-44cf-b12e-d382dada1a2d.rna_seq.genomic.gdc_realn.bam']
BA2577_b003b5d8-a23d-4e5a-a150-ca112b6bb1d2.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2577_b003b5d8-a23d-4e5a-a150-ca112b6bb1d2.rna_seq.genomic.gdc_realn.bam']
BA2579_eff4fff4-817d-4701-9229-620c24c836f7.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2579_eff4fff4-817d-4701-9229-620c24c836f7.rna_seq.genomic.gdc_realn.bam']
BA2583_b30b44d7-db4f-4bd4-a400-0b9c87cb1258.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2583_b30b44d7-db4f-4bd4-a400-0b9c87cb1258.rna_seq.genomic.gdc_realn.bam']
BA2584_dd03adb1-74e6-4773-b75e-b3149136e36b.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2584_dd03adb1-74e6-4773-b75e-b3149136e36b.rna_seq.genomic.gdc_realn.bam']
BA2587_fb21b767-7843-4993-a807-d3f139b3dbda.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2587_fb21b767-7843-4993-a807-d3f139b3dbda.rna_seq.genomic.gdc_realn.bam']
BA2588_ba55b929-b54e-4f08-8ba1-9914c8145c69.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2588_ba55b929-b54e-4f08-8ba1-9914c8145c69.rna_seq.genomic.gdc_realn.bam']
BA2589_f369af0f-f128-4adf-85ed-8a88fc5360ba.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2589_f369af0f-f128-4adf-85ed-8a88fc5360ba.rna_seq.genomic.gdc_realn.bam']
BA2592_7ea02407-f204-4278-a4e1-90c621226085.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2592_7ea02407-f204-4278-a4e1-90c621226085.rna_seq.genomic.gdc_realn.bam']
BA2593_a492e7fd-a4c6-4a92-a20c-52d150a01d57.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2593_a492e7fd-a4c6-4a92-a20c-52d150a01d57.rna_seq.genomic.gdc_realn.bam']
BA2594_5c4a17ec-2610-4fd2-8a1a-e49f505f218c.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2594_5c4a17ec-2610-4fd2-8a1a-e49f505f218c.rna_seq.genomic.gdc_realn.bam']
BA2595_b76fb331-38a4-43d2-b88a-bd8a73fd0636.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2595_b76fb331-38a4-43d2-b88a-bd8a73fd0636.rna_seq.genomic.gdc_realn.bam']
BA2597_890d33cf-38f4-4abc-b4a3-5209f2cb86fb.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2597_890d33cf-38f4-4abc-b4a3-5209f2cb86fb.rna_seq.genomic.gdc_realn.bam']
BA2600_6d860e2c-13db-418f-ba94-da5ac9d3608f.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2600_6d860e2c-13db-418f-ba94-da5ac9d3608f.rna_seq.genomic.gdc_realn.bam']
BA2602_ce7360c8-3d93-41e0-b48b-3ea8f90856a3.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2602_ce7360c8-3d93-41e0-b48b-3ea8f90856a3.rna_seq.genomic.gdc_realn.bam']
BA2603_fd8e6e8b-9508-49f3-87c5-1c3106d141dd.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2603_fd8e6e8b-9508-49f3-87c5-1c3106d141dd.rna_seq.genomic.gdc_realn.bam']
BA2607_7824c0f0-85c6-44e0-9162-8865c9e1cb74.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2607_7824c0f0-85c6-44e0-9162-8865c9e1cb74.rna_seq.genomic.gdc_realn.bam']
BA2611_0a021ded-8ecf-4dd2-8c29-7f6a4da50aaf.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2611_0a021ded-8ecf-4dd2-8c29-7f6a4da50aaf.rna_seq.genomic.gdc_realn.bam']
BA2612_3b02b0af-fef1-4a0a-bad6-4e715bef8e45.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2612_3b02b0af-fef1-4a0a-bad6-4e715bef8e45.rna_seq.genomic.gdc_realn.bam']
BA2618_a255870b-a83e-4f1a-872f-530aca2cefa6.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2618_a255870b-a83e-4f1a-872f-530aca2cefa6.rna_seq.genomic.gdc_realn.bam']
BA2619_cbacb821-1797-4feb-b11b-e563564c1a1f.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2619_cbacb821-1797-4feb-b11b-e563564c1a1f.rna_seq.genomic.gdc_realn.bam']
BA2620_7b3b652b-1531-4d37-b27b-cf1aaa5a228d.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2620_7b3b652b-1531-4d37-b27b-cf1aaa5a228d.rna_seq.genomic.gdc_realn.bam']
BA2621_b8089c91-2999-4c1d-a6ed-d053a3f19678.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2621_b8089c91-2999-4c1d-a6ed-d053a3f19678.rna_seq.genomic.gdc_realn.bam']
BA2622_e267af2b-77ba-471e-a3d6-f6190ffd2f78.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2622_e267af2b-77ba-471e-a3d6-f6190ffd2f78.rna_seq.genomic.gdc_realn.bam']
BA2623_8073ecc5-d341-404b-bcb6-8ace44b02419.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2623_8073ecc5-d341-404b-bcb6-8ace44b02419.rna_seq.genomic.gdc_realn.bam']
BA2629_afd72575-e81e-44e1-9bd0-cedaa3698457.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2629_afd72575-e81e-44e1-9bd0-cedaa3698457.rna_seq.genomic.gdc_realn.bam']
BA2631_b5a08c71-1534-478a-beaf-0069e65e765b.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2631_b5a08c71-1534-478a-beaf-0069e65e765b.rna_seq.genomic.gdc_realn.bam']
BA2633_f53434e5-366e-4f3c-8214-fc1778ddf5fa.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2633_f53434e5-366e-4f3c-8214-fc1778ddf5fa.rna_seq.genomic.gdc_realn.bam']
BA2634_1cd71be8-bd58-491c-810f-972174d600a5.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2634_1cd71be8-bd58-491c-810f-972174d600a5.rna_seq.genomic.gdc_realn.bam']
BA2636_5900bdbc-5427-4675-9d83-deaa03793dea.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2636_5900bdbc-5427-4675-9d83-deaa03793dea.rna_seq.genomic.gdc_realn.bam']
BA2639_ace00fe1-70d6-4257-9882-d68e9210dd36.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2639_ace00fe1-70d6-4257-9882-d68e9210dd36.rna_seq.genomic.gdc_realn.bam']
BA2644_0dc8b1b0-b9c4-43c5-ad35-b1aff771613b.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2644_0dc8b1b0-b9c4-43c5-ad35-b1aff771613b.rna_seq.genomic.gdc_realn.bam']
BA2645_def56987-5f46-4a58-84bd-084ae90c7bec.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2645_def56987-5f46-4a58-84bd-084ae90c7bec.rna_seq.genomic.gdc_realn.bam']
BA2646_88200cfb-2c79-4439-b830-91653ab2ce01.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2646_88200cfb-2c79-4439-b830-91653ab2ce01.rna_seq.genomic.gdc_realn.bam']
BA2649_193c6c6a-a798-4a88-8324-13d6bd36d821.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2649_193c6c6a-a798-4a88-8324-13d6bd36d821.rna_seq.genomic.gdc_realn.bam']
BA2651_e9fa8cc6-b45c-483e-8b98-20cc896dab19.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2651_e9fa8cc6-b45c-483e-8b98-20cc896dab19.rna_seq.genomic.gdc_realn.bam']
BA2653_51225a0a-37ee-4d0e-b2c9-ea5983465970.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2653_51225a0a-37ee-4d0e-b2c9-ea5983465970.rna_seq.genomic.gdc_realn.bam']
BA2655_ec3807b5-a3f3-4b5f-babf-4104869416b8.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2655_ec3807b5-a3f3-4b5f-babf-4104869416b8.rna_seq.genomic.gdc_realn.bam']
BA2656_7f3d62c8-ab4c-4fc6-a32c-a5d0b12ab15c.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2656_7f3d62c8-ab4c-4fc6-a32c-a5d0b12ab15c.rna_seq.genomic.gdc_realn.bam']
BA2657_417a136c-b35a-4885-8de2-9fa3f0480a24.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2657_417a136c-b35a-4885-8de2-9fa3f0480a24.rna_seq.genomic.gdc_realn.bam']
BA2658_c411870d-e71b-4c3b-a6bb-c148d9314c7e.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2658_c411870d-e71b-4c3b-a6bb-c148d9314c7e.rna_seq.genomic.gdc_realn.bam']
BA2659_378a91f0-3c53-47d5-8f9d-b0ec053714f9.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2659_378a91f0-3c53-47d5-8f9d-b0ec053714f9.rna_seq.genomic.gdc_realn.bam']
BA2660_08c81254-4643-42fe-b460-7a4b60b15667.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2660_08c81254-4643-42fe-b460-7a4b60b15667.rna_seq.genomic.gdc_realn.bam']
BA2662_24cda6e6-0627-43c8-b543-4ac6b5b5ccb1.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2662_24cda6e6-0627-43c8-b543-4ac6b5b5ccb1.rna_seq.genomic.gdc_realn.bam']
BA2663_ca8603a4-dcd2-491a-9ec2-4f238e50f417.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2663_ca8603a4-dcd2-491a-9ec2-4f238e50f417.rna_seq.genomic.gdc_realn.bam']
BA2667_a51aab4f-17e2-4612-92f5-d9e34c0e22be.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2667_a51aab4f-17e2-4612-92f5-d9e34c0e22be.rna_seq.genomic.gdc_realn.bam']
BA2670_ff5fa237-bb70-458a-b4fb-1e84f7bbf92e.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2670_ff5fa237-bb70-458a-b4fb-1e84f7bbf92e.rna_seq.genomic.gdc_realn.bam']
BA2674_e0f8d6ca-68b9-4d8f-a1b7-cad1471bdba3.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2674_e0f8d6ca-68b9-4d8f-a1b7-cad1471bdba3.rna_seq.genomic.gdc_realn.bam']
BA2675_899aad6a-c178-4b02-b03f-f02491a9e91d.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2675_899aad6a-c178-4b02-b03f-f02491a9e91d.rna_seq.genomic.gdc_realn.bam']
